Contigs	mean_blastx
NODE_1149_length_588_cov_2.256360_Ed20_KC_P15	68.6
NODE_1149_length_592_cov_4.246602_Bu20_KC_P36	52.888
NODE_1149_length_602_cov_1.171429_Ya20_KC_P45	64.208
NODE_1149_length_618_cov_3.491682_Bu20_KC_P32	57.964
NODE_1149_length_621_cov_1.939338_Ya20_KC_P44	36.432
NODE_1149_length_627_cov_3.123636_Ya20_KC_P56	37.3166666666667
NODE_1149_length_636_cov_1.450805_Ed20_KC_P26	54.968
NODE_1149_length_648_cov_2.087566_Ya20_KC_P52	41.712
NODE_1149_length_655_cov_2.031142_Bu20_KC_P42	61.4
NODE_1149_length_661_cov_1.491438_Ba20_KC_P07	39.868
NODE_1149_length_669_cov_1.748311_Ya20_KC_P54	63.144
NODE_1149_length_672_cov_2.981513_Ed20_KC_P25	59.02
NODE_1149_length_676_cov_3.081803_Ed20_KC_P24	50.272
NODE_1149_length_679_cov_2.099668_Ed20_KC_P18	47.48
NODE_1149_length_681_cov_1.945364_Ba20_KC_P03	59.652
NODE_1149_length_698_cov_3.365539_Ba20_KC_P01	45.72
NODE_1149_length_709_cov_1.841772_Ya20_KC_P47	46.544
NODE_1149_length_722_cov_2.976744_Bu20_KC_P39	33.928
NODE_1149_length_792_cov_1.927273_Ba20_KC_P05	57
NODE_114_length_1047_cov_19.156701_Ed20_KC_P19	54.748
NODE_114_length_1049_cov_7.938272_Bu20_KC_P37	100
NODE_114_length_1053_cov_18.446721_Ed20_KC_P16	82.23
NODE_114_length_1058_cov_16.271152_Ya20_KC_P55	61.75
NODE_114_length_1058_cov_7.898063_Ya20_KC_P51	30.5642857142857
NODE_114_length_1067_cov_8.123232_Bu20_KC_P41	100
NODE_114_length_1095_cov_47.598232_Ya20_KC_P53	63.9
NODE_114_length_1107_cov_2.864078_Ya20_KC_P44	46.02
NODE_114_length_1109_cov_3.822674_Ba20_KC_P03	40.548
NODE_114_length_1114_cov_1.606557_Bu20_KC_P36	64.352
NODE_114_length_1129_cov_4.330798_Bu20_KC_P40	33.8
NODE_114_length_1131_cov_1.794118_Ba20_KC_P07	48.728
NODE_114_length_1161_cov_4.001845_Ed20_KC_P26	43.88
NODE_114_length_1175_cov_2.409836_Ya20_KC_P52	44.536
NODE_114_length_1176_cov_2.885350_Bu20_KC_P32	45.356
NODE_114_length_1187_cov_4.163964_Ya20_KC_P56	53.992
NODE_114_length_1196_cov_4.868633_Ya20_KC_P54	72.212
NODE_114_length_1225_cov_2.246516_Ba20_KC_P05	61.3722222222222
NODE_114_length_1232_cov_18.443290_Bu20_KC_P42	69.40625
NODE_114_length_1238_cov_1.401378_Bu20_KC_P30	44.952
NODE_114_length_1243_cov_4.999142_Ed20_KC_P25	57.084
NODE_114_length_1255_cov_2.370968_Ed20_KC_P24	31.896
NODE_114_length_1258_cov_6.421677_Ed20_KC_P18	64.168
NODE_114_length_1315_cov_2.965267_Bu20_KC_P39	45.56
NODE_114_length_1338_cov_6.605075_Ya20_KC_P47	57.5
NODE_114_length_584_cov_1.039448_Ba20_KC_P11	40.036
NODE_114_length_626_cov_2.003643_Ba20_KC_P12	38.168
NODE_114_length_713_cov_1.907233_Ba20_KC_P10	41.908
NODE_114_length_753_cov_1.461538_Ba20_KC_P14	43.648
NODE_114_length_844_cov_1.481095_Ed20_KC_P22	45.756
NODE_114_length_854_cov_2.912484_Ba20_KC_P09	50.924
NODE_114_length_863_cov_10.521628_Ya20_KC_P48	95
NODE_114_length_888_cov_1.779285_Ed20_KC_P21	38.804
NODE_1150_length_504_cov_1.576112_Ba20_KC_P02	47.216
NODE_1150_length_529_cov_1.794248_Bu20_KC_P33	60.724
NODE_1150_length_537_cov_14.936957_Ed20_KC_P16	66.084
NODE_1150_length_538_cov_1.203905_Bu20_KC_P35	67.84
NODE_1150_length_550_cov_1.228330_Bu20_KC_P29	48.856
NODE_1150_length_551_cov_2.107595_Bu20_KC_P37	56.568
NODE_1150_length_553_cov_1.581933_Ya20_KC_P55	71.704
NODE_1150_length_561_cov_0.816116_Ya20_KC_P51	40.96
NODE_1150_length_562_cov_0.896907_Ed20_KC_P20	48.92
NODE_1150_length_565_cov_1.657787_Ed20_KC_P17	47.008
NODE_1150_length_575_cov_1.785141_Ba20_KC_P04	42.928
NODE_1150_length_583_cov_3.156126_Ba20_KC_P08	35.144
NODE_1150_length_592_cov_1.924272_Bu20_KC_P36	36.5615384615385
NODE_1150_length_601_cov_19.320611_Ya20_KC_P45	63.956
NODE_1150_length_618_cov_3.364140_Bu20_KC_P32	67.136
NODE_1150_length_621_cov_1.055147_Ya20_KC_P44	39.896
NODE_1150_length_621_cov_3.007353_Ba20_KC_P06	37.936
NODE_1150_length_627_cov_1.487273_Ya20_KC_P56	49.852
NODE_1150_length_648_cov_1.831874_Ya20_KC_P52	46.376
NODE_1150_length_661_cov_1.397260_Ba20_KC_P07	45.036
NODE_1150_length_669_cov_1.474662_Ya20_KC_P54	46.808
NODE_1150_length_672_cov_1.984874_Ed20_KC_P25	54.468
NODE_1150_length_680_cov_2.882255_Bu20_KC_P30	56.5
NODE_1150_length_681_cov_1.501656_Ba20_KC_P03	70.72
NODE_1150_length_698_cov_2.697262_Ba20_KC_P01	45.728
NODE_1150_length_709_cov_1.484177_Ya20_KC_P47	46.704
NODE_1150_length_722_cov_1.356589_Bu20_KC_P39	61.004
NODE_1150_length_792_cov_1.584615_Ba20_KC_P05	87.572
NODE_1151_length_529_cov_1.544248_Bu20_KC_P33	53.136
NODE_1151_length_533_cov_0.646930_Ya20_KC_P49	52.8230769230769
NODE_1151_length_537_cov_8.402174_Ed20_KC_P16	45.66
NODE_1151_length_551_cov_1.930380_Bu20_KC_P37	52.276
NODE_1151_length_553_cov_1.130252_Ya20_KC_P55	70.3
NODE_1151_length_561_cov_0.780992_Ya20_KC_P51	52.872
NODE_1151_length_562_cov_0.810309_Ed20_KC_P20	48.744
NODE_1151_length_562_cov_3.113402_Ed20_KC_P19	64.3
NODE_1151_length_565_cov_1.467213_Ed20_KC_P17	36.18
NODE_1151_length_579_cov_3.107570_Ya20_KC_P53	47.428
NODE_1151_length_583_cov_2.924901_Ba20_KC_P08	71.204
NODE_1151_length_588_cov_1.876712_Ed20_KC_P15	36.772
NODE_1151_length_592_cov_0.860194_Bu20_KC_P36	54.056
NODE_1151_length_599_cov_2.153257_Bu20_KC_P40	54.956
NODE_1151_length_621_cov_0.702206_Ya20_KC_P44	55.816
NODE_1151_length_621_cov_2.630515_Ba20_KC_P06	41.364
NODE_1151_length_648_cov_1.784588_Ya20_KC_P52	57.8
NODE_1151_length_669_cov_1.108108_Ya20_KC_P54	47.536
NODE_1151_length_672_cov_1.917647_Ed20_KC_P25	51.388
NODE_1151_length_678_cov_1.915141_Ed20_KC_P18	42.696
NODE_1151_length_680_cov_2.419569_Bu20_KC_P30	55.948
NODE_1151_length_681_cov_1.281457_Ba20_KC_P03	54.3625
NODE_1151_length_698_cov_2.518519_Ba20_KC_P01	32.2
NODE_1151_length_791_cov_12.060224_Ba20_KC_P05	35.95
NODE_1152_length_504_cov_1.238876_Ba20_KC_P02	58.308
NODE_1152_length_505_cov_1.254673_Ba20_KC_P14	55.576
NODE_1152_length_525_cov_5.033482_Bu20_KC_P31	53.9818181818182
NODE_1152_length_528_cov_1.592018_Ya20_KC_P43	58.025
NODE_1152_length_529_cov_1.378319_Bu20_KC_P33	45
NODE_1152_length_532_cov_3.048352_Ya20_KC_P49	49.7
NODE_1152_length_537_cov_2.808696_Ed20_KC_P16	54.892
NODE_1152_length_549_cov_5.574153_Bu20_KC_P29	55.348
NODE_1152_length_565_cov_1.391393_Ed20_KC_P17	63.5
NODE_1152_length_567_cov_4.244898_Ba20_KC_P09	40.108
NODE_1152_length_575_cov_1.604418_Ba20_KC_P04	61.68
NODE_1152_length_583_cov_2.434783_Ba20_KC_P08	46.06
NODE_1152_length_591_cov_1.447471_Bu20_KC_P36	52.832
NODE_1152_length_618_cov_2.164510_Bu20_KC_P32	34.332
NODE_1152_length_620_cov_2.815838_Ya20_KC_P44	53.72
NODE_1152_length_621_cov_1.963235_Ba20_KC_P06	67.116
NODE_1152_length_626_cov_3.112933_Ya20_KC_P56	58.136
NODE_1152_length_648_cov_0.982487_Ya20_KC_P52	39.492
NODE_1152_length_661_cov_1.234589_Ba20_KC_P07	91.844
NODE_1152_length_668_cov_4.917090_Ya20_KC_P54	35.168
NODE_1152_length_672_cov_1.774790_Ed20_KC_P25	37.1
NODE_1152_length_675_cov_6.879599_Ed20_KC_P24	35.272
NODE_1152_length_678_cov_1.442596_Ed20_KC_P18	50.8
NODE_1152_length_680_cov_2.417910_Bu20_KC_P30	41.056
NODE_1152_length_680_cov_4.683250_Ba20_KC_P03	42.748
NODE_1152_length_698_cov_2.244767_Ba20_KC_P01	69.844
NODE_1152_length_708_cov_3.196513_Ya20_KC_P47	66.564
NODE_1152_length_721_cov_2.899068_Bu20_KC_P39	56.2
NODE_1153_length_504_cov_1.138173_Ba20_KC_P02	71.116
NODE_1153_length_505_cov_0.974299_Ba20_KC_P14	44.59
NODE_1153_length_525_cov_3.542411_Bu20_KC_P31	50.996
NODE_1153_length_528_cov_1.095344_Ya20_KC_P43	31.728
NODE_1153_length_529_cov_1.092920_Bu20_KC_P33	52.204
NODE_1153_length_537_cov_1.839130_Ed20_KC_P16	32.136
NODE_1153_length_537_cov_8.139130_Bu20_KC_P35	56.472
NODE_1153_length_549_cov_2.807203_Bu20_KC_P29	61.068
NODE_1153_length_551_cov_1.402954_Bu20_KC_P37	54.736
NODE_1153_length_553_cov_0.867647_Ya20_KC_P55	49.408
NODE_1153_length_561_cov_37.043388_Ed20_KC_P20	58.24
NODE_1153_length_562_cov_2.026804_Ed20_KC_P19	76.276
NODE_1153_length_565_cov_1.309426_Ed20_KC_P17	48.132
NODE_1153_length_575_cov_1.604418_Ba20_KC_P04	36.8666666666667
NODE_1153_length_579_cov_0.930279_Ya20_KC_P53	45.192
NODE_1153_length_591_cov_0.383268_Bu20_KC_P36	37.264
NODE_1153_length_599_cov_1.090038_Bu20_KC_P40	56.164
NODE_1153_length_601_cov_2.406489_Ya20_KC_P45	50.512
NODE_1153_length_620_cov_2.294659_Ya20_KC_P44	49.4
NODE_1153_length_626_cov_2.823315_Ya20_KC_P56	60.58
NODE_1153_length_635_cov_2.584229_Ed20_KC_P26	49.136
NODE_1153_length_654_cov_3.781629_Bu20_KC_P42	51.54
NODE_1153_length_672_cov_1.478992_Ed20_KC_P25	31.976
NODE_1153_length_678_cov_1.434276_Ed20_KC_P18	63.352
NODE_1153_length_680_cov_3.804312_Ba20_KC_P03	52.084
NODE_1153_length_698_cov_1.594203_Ba20_KC_P01	47.716
NODE_1153_length_708_cov_1.904913_Ya20_KC_P47	38.56
NODE_1153_length_721_cov_1.357143_Bu20_KC_P39	50.036
NODE_1154_length_505_cov_0.953271_Ba20_KC_P14	65.948
NODE_1154_length_525_cov_2.292411_Bu20_KC_P31	45.088
NODE_1154_length_527_cov_1.806667_Ed20_KC_P23	70
NODE_1154_length_528_cov_0.895787_Ya20_KC_P43	56.92
NODE_1154_length_529_cov_0.851770_Bu20_KC_P33	45.264
NODE_1154_length_532_cov_1.531868_Ya20_KC_P49	69.132
NODE_1154_length_549_cov_1.616525_Bu20_KC_P29	41.884
NODE_1154_length_551_cov_1.198312_Bu20_KC_P37	72.288
NODE_1154_length_562_cov_1.734021_Ed20_KC_P19	54.176
NODE_1154_length_565_cov_1.006148_Ed20_KC_P17	90.176
NODE_1154_length_567_cov_2.655102_Ba20_KC_P09	52.4
NODE_1154_length_575_cov_1.524096_Ba20_KC_P04	36.592
NODE_1154_length_583_cov_1.478261_Ba20_KC_P08	64.604
NODE_1154_length_588_cov_0.925636_Ed20_KC_P15	46.316
NODE_1154_length_599_cov_0.961686_Bu20_KC_P40	53.844
NODE_1154_length_618_cov_1.144177_Bu20_KC_P32	45.192
NODE_1154_length_621_cov_1.648897_Ba20_KC_P06	51.712
NODE_1154_length_626_cov_2.025501_Ya20_KC_P56	59.928
NODE_1154_length_635_cov_2.100358_Ed20_KC_P26	47.752
NODE_1154_length_654_cov_3.159445_Bu20_KC_P42	62.7
NODE_1154_length_672_cov_1.020168_Ed20_KC_P25	57.956
NODE_1154_length_675_cov_5.520067_Ed20_KC_P24	73.136
NODE_1154_length_677_cov_14.481667_Ed20_KC_P18	91.8
NODE_1154_length_680_cov_1.427861_Bu20_KC_P30	55.336
NODE_1154_length_680_cov_2.598673_Ba20_KC_P03	63.944
NODE_1154_length_697_cov_2.980645_Ba20_KC_P01	70.984
NODE_1154_length_708_cov_1.190174_Ya20_KC_P47	56.636
NODE_1154_length_721_cov_1.211180_Bu20_KC_P39	99.4
NODE_1154_length_791_cov_3.906162_Ba20_KC_P05	45.448
NODE_1155_length_505_cov_0.897196_Ba20_KC_P14	65.384
NODE_1155_length_527_cov_3.142222_Ya20_KC_P43	53.66
NODE_1155_length_529_cov_0.732301_Bu20_KC_P33	50.72
NODE_1155_length_537_cov_1.384783_Ed20_KC_P16	61.3727272727273
NODE_1155_length_561_cov_1.181818_Ed20_KC_P20	66.672
NODE_1155_length_567_cov_2.110204_Ba20_KC_P09	46.392
NODE_1155_length_578_cov_3.349301_Ya20_KC_P53	47.236
NODE_1155_length_583_cov_1.353755_Ba20_KC_P08	69.916
NODE_1155_length_590_cov_2.510721_Bu20_KC_P36	52.232
NODE_1155_length_601_cov_1.354962_Ya20_KC_P45	39.044
NODE_1155_length_621_cov_1.488971_Ba20_KC_P06	52.412
NODE_1155_length_635_cov_1.844086_Ed20_KC_P26	76.712
NODE_1155_length_660_cov_3.771870_Ba20_KC_P07	69.944
NODE_1155_length_671_cov_8.794613_Ed20_KC_P25	43.336
NODE_1155_length_680_cov_1.290216_Bu20_KC_P30	40.924
NODE_1155_length_680_cov_2.044776_Ba20_KC_P03	45.54
NODE_1155_length_697_cov_2.867742_Ba20_KC_P01	52.392
NODE_1155_length_720_cov_4.569207_Bu20_KC_P39	50.164
NODE_1155_length_791_cov_3.015406_Ba20_KC_P05	63.328
NODE_1156_length_504_cov_0.470726_Ba20_KC_P02	41.824
NODE_1156_length_505_cov_0.897196_Ba20_KC_P14	38.816
NODE_1156_length_525_cov_2.205357_Bu20_KC_P31	37.22
NODE_1156_length_527_cov_1.468889_Ed20_KC_P23	37.05
NODE_1156_length_537_cov_2.180435_Bu20_KC_P35	73.984
NODE_1156_length_551_cov_0.892405_Bu20_KC_P37	52.3117647058824
NODE_1156_length_579_cov_2.609562_Bu20_KC_P34	59.564
NODE_1156_length_587_cov_3.992157_Ed20_KC_P15	46.1555555555556
NODE_1156_length_590_cov_1.674464_Bu20_KC_P36	47.32
NODE_1156_length_601_cov_1.051527_Ya20_KC_P45	57.096
NODE_1156_length_619_cov_7.134686_Ya20_KC_P44	43.68
NODE_1156_length_626_cov_1.236794_Ya20_KC_P56	95.492
NODE_1156_length_635_cov_1.797491_Ed20_KC_P26	37.14
NODE_1156_length_668_cov_2.179357_Ya20_KC_P54	37.172
NODE_1156_length_675_cov_1.403010_Ed20_KC_P24	60.908
NODE_1156_length_677_cov_2.838333_Ed20_KC_P18	44.804
NODE_1156_length_680_cov_1.031509_Bu20_KC_P30	91.544
NODE_1156_length_680_cov_1.560531_Ba20_KC_P03	94.812
NODE_1156_length_697_cov_1.980645_Ba20_KC_P01	53.7
NODE_1156_length_791_cov_2.105042_Ba20_KC_P05	40.424
NODE_1157_length_525_cov_1.957589_Bu20_KC_P31	43.3666666666667
NODE_1157_length_527_cov_1.362222_Ed20_KC_P23	63.828
NODE_1157_length_527_cov_2.444444_Ya20_KC_P43	44.548
NODE_1157_length_532_cov_1.248352_Ya20_KC_P49	50.36
NODE_1157_length_537_cov_1.041304_Ed20_KC_P16	36.124
NODE_1157_length_537_cov_2.102174_Bu20_KC_P35	39.125
NODE_1157_length_551_cov_0.647679_Bu20_KC_P37	45.188
NODE_1157_length_560_cov_6.571429_Ed20_KC_P20	44.3
NODE_1157_length_562_cov_0.927835_Ed20_KC_P19	52.012
NODE_1157_length_564_cov_2.340862_Ed20_KC_P17	55.856
NODE_1157_length_567_cov_1.059184_Ba20_KC_P09	43.16
NODE_1157_length_578_cov_1.752495_Ya20_KC_P53	77.256
NODE_1157_length_579_cov_2.310757_Bu20_KC_P34	44.408
NODE_1157_length_598_cov_3.773512_Bu20_KC_P40	48.792
NODE_1157_length_600_cov_4.894837_Ya20_KC_P45	50.972
NODE_1157_length_617_cov_6.398148_Bu20_KC_P32	53.4
NODE_1157_length_619_cov_5.824723_Ya20_KC_P44	62.7
NODE_1157_length_621_cov_1.191176_Ba20_KC_P06	69.316
NODE_1157_length_625_cov_10.304745_Ya20_KC_P56	59.3
NODE_1157_length_635_cov_1.630824_Ed20_KC_P26	37.5333333333333
NODE_1157_length_647_cov_2.010526_Ya20_KC_P52	61.772
NODE_1157_length_654_cov_1.324090_Bu20_KC_P42	65.608
NODE_1157_length_680_cov_1.431177_Ba20_KC_P03	41.408
NODE_1157_length_696_cov_4.570275_Ba20_KC_P01	46.112
NODE_1157_length_707_cov_7.906349_Ya20_KC_P47	63.844
NODE_1157_length_720_cov_3.544323_Bu20_KC_P39	45.352
NODE_1158_length_504_cov_3.339578_Ba20_KC_P14	53.044
NODE_1158_length_525_cov_1.941964_Bu20_KC_P31	74.58
NODE_1158_length_527_cov_2.084444_Ya20_KC_P43	34.212
NODE_1158_length_532_cov_1.068132_Ya20_KC_P49	59.58
NODE_1158_length_537_cov_0.936957_Ed20_KC_P16	55.84
NODE_1158_length_537_cov_1.680435_Bu20_KC_P35	43.224
NODE_1158_length_560_cov_2.269151_Ed20_KC_P20	62.3
NODE_1158_length_560_cov_3.051760_Ya20_KC_P51	45.736
NODE_1158_length_561_cov_7.280992_Ed20_KC_P19	64.4666666666667
NODE_1158_length_564_cov_2.010267_Ed20_KC_P17	56.652
NODE_1158_length_575_cov_0.755020_Ba20_KC_P04	40.068
NODE_1158_length_583_cov_1.090909_Ba20_KC_P08	34.468
NODE_1158_length_589_cov_3.392578_Bu20_KC_P36	94.35
NODE_1158_length_600_cov_2.980880_Ya20_KC_P45	62.892
NODE_1158_length_617_cov_2.831481_Bu20_KC_P32	32.3555555555556
NODE_1158_length_619_cov_2.767528_Ya20_KC_P44	52.94
NODE_1158_length_625_cov_6.145985_Ya20_KC_P56	100
NODE_1158_length_635_cov_1.589606_Ed20_KC_P26	61.544
NODE_1158_length_647_cov_1.289474_Ya20_KC_P52	77.612
NODE_1158_length_654_cov_1.207972_Bu20_KC_P42	68.9
NODE_1158_length_660_cov_2.404803_Ba20_KC_P07	32.684
NODE_1158_length_668_cov_0.614213_Ya20_KC_P54	68.932
NODE_1158_length_671_cov_2.148148_Ed20_KC_P25	38.16
NODE_1158_length_674_cov_3.427136_Ed20_KC_P24	41.94
NODE_1158_length_677_cov_2.533333_Ed20_KC_P18	55.356
NODE_1158_length_680_cov_1.081260_Ba20_KC_P03	70.252
NODE_1158_length_696_cov_3.450727_Ba20_KC_P01	42.1727272727273
NODE_1158_length_707_cov_3.763492_Ya20_KC_P47	63.896
NODE_1158_length_720_cov_2.850700_Bu20_KC_P39	57.1
NODE_1159_length_504_cov_2.819672_Ba20_KC_P14	37.012
NODE_1159_length_525_cov_1.937500_Bu20_KC_P31	53.868
NODE_1159_length_527_cov_1.466667_Ya20_KC_P43	62.58
NODE_1159_length_550_cov_5.228330_Bu20_KC_P37	65.5727272727273
NODE_1159_length_552_cov_4.117895_Ya20_KC_P55	53.612
NODE_1159_length_560_cov_1.581781_Ya20_KC_P51	81.6
NODE_1159_length_574_cov_5.756539_Ba20_KC_P04	44.1
NODE_1159_length_579_cov_2.045817_Bu20_KC_P34	52.42
NODE_1159_length_583_cov_0.911067_Ba20_KC_P08	46.964
NODE_1159_length_589_cov_2.945312_Bu20_KC_P36	48.208
NODE_1159_length_597_cov_5.232692_Bu20_KC_P40	81.7111111111111
NODE_1159_length_619_cov_2.590406_Ya20_KC_P44	64.168
NODE_1159_length_635_cov_1.410394_Ed20_KC_P26	40.72
NODE_1159_length_654_cov_1.074523_Bu20_KC_P42	53.9
NODE_1159_length_660_cov_2.078902_Ba20_KC_P07	59
NODE_1159_length_677_cov_2.416667_Ed20_KC_P18	41.812
NODE_1159_length_679_cov_3.519934_Ba20_KC_P03	53.452
NODE_1159_length_696_cov_1.754443_Ba20_KC_P01	71.684
NODE_1159_length_720_cov_2.632970_Bu20_KC_P39	62.824
NODE_1159_length_790_cov_3.008415_Ba20_KC_P05	67.036
NODE_115_length_1033_cov_6.829498_Ya20_KC_P43	49.788
NODE_115_length_1047_cov_12.913402_Ed20_KC_P19	48.624
NODE_115_length_1051_cov_1.445585_Bu20_KC_P29	40.868
NODE_115_length_1059_cov_5.307536_Bu20_KC_P35	47.8
NODE_115_length_1067_cov_2.900000_Bu20_KC_P41	54.74
NODE_115_length_1079_cov_8.746507_Ed20_KC_P20	69.3
NODE_115_length_1084_cov_31.524330_Ya20_KC_P45	47.356
NODE_115_length_1094_cov_8.618486_Ed20_KC_P17	100
NODE_115_length_1095_cov_5.470530_Ed20_KC_P15	38.616
NODE_115_length_1106_cov_10.885326_Ya20_KC_P44	46.668
NODE_115_length_1107_cov_1.949515_Ba20_KC_P03	38.44
NODE_115_length_1113_cov_7.945946_Bu20_KC_P36	63.608
NODE_115_length_1130_cov_5.181387_Ba20_KC_P07	38.704
NODE_115_length_1160_cov_14.377655_Ed20_KC_P26	53.944
NODE_115_length_1174_cov_1.690064_Ya20_KC_P52	63.908
NODE_115_length_1186_cov_3.876465_Ya20_KC_P56	64.26
NODE_115_length_1196_cov_4.338695_Ya20_KC_P54	42.3
NODE_115_length_1232_cov_4.000000_Bu20_KC_P42	88.5888888888889
NODE_115_length_1236_cov_2.148404_Bu20_KC_P30	62.52
NODE_115_length_1241_cov_12.658076_Ed20_KC_P25	46.26
NODE_115_length_1250_cov_3.555840_Ed20_KC_P24	51.8
NODE_115_length_1315_cov_2.553312_Bu20_KC_P39	63.664
NODE_115_length_583_cov_2.063241_Ba20_KC_P11	36.3
NODE_115_length_806_cov_8.602195_Ba20_KC_P02	32.28
NODE_115_length_843_cov_19.187990_Ed20_KC_P22	64.004
NODE_115_length_852_cov_1.797419_Ba20_KC_P09	50.956
NODE_115_length_855_cov_1.131105_Ba20_KC_P04	62.064
NODE_115_length_875_cov_4.147870_Ya20_KC_P50	47.54
NODE_115_length_887_cov_1.218519_Ed20_KC_P21	32.648
NODE_115_length_887_cov_2.181481_Ed20_KC_P23	64.464
NODE_115_length_953_cov_1.664384_Ba20_KC_P06	60.412
NODE_115_length_953_cov_3.243151_Ba20_KC_P08	49.504
NODE_1160_length_504_cov_1.707260_Ba20_KC_P14	44.028
NODE_1160_length_525_cov_1.676339_Bu20_KC_P31	53.944
NODE_1160_length_527_cov_0.786667_Ya20_KC_P43	38.064
NODE_1160_length_528_cov_0.725055_Bu20_KC_P33	45.516
NODE_1160_length_533_cov_3.649123_Bu20_KC_P41	94.75
NODE_1160_length_536_cov_13.773420_Ed20_KC_P16	53.616
NODE_1160_length_536_cov_16.871460_Bu20_KC_P35	37.616
NODE_1160_length_548_cov_3.936306_Bu20_KC_P29	56.532
NODE_1160_length_550_cov_3.708245_Bu20_KC_P37	84.6
NODE_1160_length_560_cov_1.550725_Ya20_KC_P51	58.816
NODE_1160_length_560_cov_1.960663_Ed20_KC_P20	55.04
NODE_1160_length_561_cov_3.250000_Ed20_KC_P19	37.78
NODE_1160_length_566_cov_4.488753_Ba20_KC_P09	48.956
NODE_1160_length_574_cov_3.239437_Ba20_KC_P04	52.888
NODE_1160_length_579_cov_1.972112_Bu20_KC_P34	42.964
NODE_1160_length_582_cov_10.964356_Ba20_KC_P08	58.836
NODE_1160_length_587_cov_2.696078_Ed20_KC_P15	43.5375
NODE_1160_length_597_cov_5.023077_Bu20_KC_P40	93.3
NODE_1160_length_600_cov_1.351816_Ya20_KC_P45	56.488
NODE_1160_length_617_cov_1.774074_Bu20_KC_P32	53.224
NODE_1160_length_619_cov_2.142066_Ya20_KC_P44	38.5333333333333
NODE_1160_length_625_cov_2.974453_Ya20_KC_P56	44.824
NODE_1160_length_635_cov_1.394265_Ed20_KC_P26	41.524
NODE_1160_length_646_cov_3.235501_Ya20_KC_P52	50.704
NODE_1160_length_654_cov_0.934142_Bu20_KC_P42	62.088
NODE_1160_length_660_cov_1.878216_Ba20_KC_P07	61.212
NODE_1160_length_671_cov_1.520202_Ed20_KC_P25	60.584
NODE_1160_length_677_cov_2.298333_Ed20_KC_P18	53.132
NODE_1160_length_679_cov_2.523256_Bu20_KC_P30	42.56
NODE_1160_length_679_cov_2.968439_Ba20_KC_P03	43.4
NODE_1160_length_696_cov_1.289176_Ba20_KC_P01	55.18
NODE_1160_length_707_cov_2.688889_Ya20_KC_P47	48.152
NODE_1160_length_720_cov_2.541213_Bu20_KC_P39	51.2
NODE_1161_length_525_cov_1.227679_Bu20_KC_P31	63.428
NODE_1161_length_531_cov_4.398678_Ya20_KC_P49	70.6666666666667
NODE_1161_length_533_cov_3.140351_Bu20_KC_P41	50.812
NODE_1161_length_536_cov_11.520697_Ed20_KC_P16	47.376
NODE_1161_length_550_cov_1.634249_Bu20_KC_P37	63.952
NODE_1161_length_560_cov_1.741201_Ed20_KC_P20	41.9
NODE_1161_length_566_cov_3.779141_Ba20_KC_P09	51.232
NODE_1161_length_574_cov_2.905433_Ba20_KC_P04	66.144
NODE_1161_length_579_cov_1.691235_Bu20_KC_P34	50.844
NODE_1161_length_587_cov_2.468627_Ed20_KC_P15	50.584
NODE_1161_length_589_cov_2.099609_Bu20_KC_P36	36.836
NODE_1161_length_597_cov_4.759615_Bu20_KC_P40	50.58
NODE_1161_length_600_cov_1.156788_Ya20_KC_P45	66.216
NODE_1161_length_619_cov_2.140221_Ya20_KC_P44	58.316
NODE_1161_length_620_cov_1.988950_Ba20_KC_P06	51.684
NODE_1161_length_625_cov_2.233577_Ya20_KC_P56	50.696
NODE_1161_length_667_cov_4.542373_Ya20_KC_P54	58.908
NODE_1161_length_671_cov_1.367003_Ed20_KC_P25	44.4058823529412
NODE_1161_length_673_cov_2.600671_Ed20_KC_P24	49.252
NODE_1161_length_677_cov_2.181667_Ed20_KC_P18	65.06
NODE_1161_length_679_cov_2.204319_Bu20_KC_P30	56.848
NODE_1161_length_679_cov_2.754153_Ba20_KC_P03	67.5
NODE_1161_length_696_cov_1.237480_Ba20_KC_P01	47.604
NODE_1161_length_707_cov_2.107937_Ya20_KC_P47	49.016
NODE_1161_length_720_cov_2.516330_Bu20_KC_P39	53.544
NODE_1162_length_503_cov_1.150235_Ba20_KC_P02	51.984
NODE_1162_length_504_cov_1.456674_Ba20_KC_P14	58.704
NODE_1162_length_525_cov_0.504464_Bu20_KC_P31	55.76
NODE_1162_length_526_cov_16.412027_Ya20_KC_P43	39
NODE_1162_length_526_cov_2.788419_Ed20_KC_P23	73.14
NODE_1162_length_531_cov_3.766520_Ya20_KC_P49	49.232
NODE_1162_length_533_cov_2.986842_Bu20_KC_P41	62.636
NODE_1162_length_550_cov_1.530655_Bu20_KC_P37	62.256
NODE_1162_length_560_cov_1.109731_Ya20_KC_P51	41.492
NODE_1162_length_560_cov_1.472050_Ed20_KC_P20	53.552
NODE_1162_length_564_cov_1.168378_Ed20_KC_P17	53.388
NODE_1162_length_566_cov_3.345603_Ba20_KC_P09	46.456
NODE_1162_length_574_cov_2.826962_Ba20_KC_P04	46.088
NODE_1162_length_578_cov_1.365269_Ya20_KC_P53	31.992
NODE_1162_length_582_cov_2.875248_Ba20_KC_P08	43.544
NODE_1162_length_587_cov_1.837255_Ed20_KC_P15	35.392
